"","Key","Bioregion","DateTime","Longitude","Latitude","Year","Month","Day","Time","DFO.Region","Station","Project","Twilight","Tow.Depth","Bottom.Depth","Volume.Filtered.m3","Tow.Ratio","Net.Type","Net.Mouth","Mesh.Size","Species.Richness","Diversity.Shannon","Diversity.Simpson","Diversity.Evenness","DayOfYear","Temp.net","Sali.net","Dens.net","MLD","Stratification","Oxyg.surf","Nitr.surf","Phos.surf","Sili.surf","Chla","Chla.micro","Chla.nano","Chla.pico","PAR","ZEU","POC","PIC","NPGO","PDO","ENSO","NPI"
"652","IOS200009002601","DeepFjord",2000-05-04 12:44:00,-125.78,50.694,2000,5,4,0.53056,"Broughton","KN5","Inlets","Daylight",249,344,43.21,0.723837209302326,"Bongo VNH",0.56,236,41,2.61735232366054,0.905087486673883,0.704807198203471,125,7.72742580950409,30.9665769059564,1024.04077616722,13,0.00073767950080267,NA,24.9271069197402,2.24971028784291,48.7658483773092,NA,NA,NA,NA,38.0296173095703,18.8727283477783,NA,NA,2.220292,-0.05,27.07,1016.26
"653","IOS200009004101","DeepFjord",2000-05-04 21:56:00,-126.58,50.892,2000,5,4,0.91389,"Broughton","KN1","Inlets","Daylight",249,250,43.76,0.996,"Bongo VNH",0.56,236,40,2.72123241220971,0.901907853781515,0.737685371956223,125,7.95720318383531,31.5404797915015,1024.4561634381,10.75,0.00101964755192374,NA,21.0435260226266,2.36872499950165,43.7276582351033,NA,NA,NA,NA,37.669189453125,16.8063824971517,NA,NA,2.220292,-0.05,27.07,1016.26
"654","IOS200009004801","DeepFjord",2000-05-06 22:25:00,-128.16,52.714,2000,5,6,0.93472,"BC Inlets","MC","Inlets","Daylight",250,621,66.66,0.402576489533011,"Bongo VNH",0.56,236,40,2.68544807221773,0.897816629740523,0.72798477305157,127,7.34942887724953,32.3634075083098,1025.18197177816,10,0.000796509934544829,NA,17.5850784167431,1.63218111453708,36.6274645520404,NA,NA,NA,NA,36.038215637207,22.4576071689003,NA,NA,2.220292,-0.05,27.07,1016.26
"655","IOS200009005401","DeepFjord",2000-05-07 11:50:00,-128.89,53.788,2000,5,7,0.49306,"BC Inlets","DO7","Douglas Channel","Daylight",261,660,61.01,0.395454545454545,"Bongo VNH",0.56,236,43,2.4485506735389,0.877730315973251,0.651002498729689,128,7.48688538017213,31.8057063603034,1024.7283879288,10,0.00262143016324765,NA,15.5031857773809,1.32012745249124,28.1834483421707,3.7187340259552,2.6291509823364,0.554611627050538,0.534971416568263,41.5340461730957,25.6367969512939,459.599914550781,NA,2.220292,-0.05,27.07,1016.26
"656","IOS200009006601","DeepFjord",2000-05-08 13:50:00,-127.45,51.649,2000,5,8,0.57639,"BC Inlets","RI4","Rivers","Daylight",250,299,59.57,0.836120401337793,"Bongo VNH",0.56,236,47,2.81537646505175,0.913555640593737,0.731238579996594,129,7.70586672743058,32.3758691484475,1025.14281720535,11,0.00353110786505851,NA,16.8964129697308,1.56568673833193,28.7883866633575,NA,NA,NA,NA,37.0887870788574,24.1312961578369,NA,NA,2.220292,-0.05,27.07,1016.26
"657","IOS200009008201","DeepFjord",2000-05-09 17:21:00,-127.65,50.588,2000,5,9,0.72292,"Vancouver Island Inlets","HO12","Inlets","Daylight",110,118,22.71,0.932203389830508,"Bongo VNH",0.56,236,31,1.86747426635543,0.719932722614527,0.543820974031678,130,8.85447252486143,30.1402907716554,1023.23948068661,10.5,0.00107435439364005,NA,8.80235542083923,1.08700862102755,19.4004928041606,NA,NA,NA,NA,37.9627723693848,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"658","IOS200009009001","DeepFjord",2000-05-10 09:56:00,-127.48,50.396,2000,5,10,0.41458,"Vancouver Island Inlets","PT ALICE","Inlets","Daylight",103,113,27.66,0.911504424778761,"Bongo VNH",0.56,236,32,1.85529184033603,0.722832071213002,0.535324067490909,131,8.67035529247214,31.539688486512,1024.3535183724,10.25,0.00129873563203886,NA,11.5486439290723,1.30365994629593,21.2088085921037,NA,NA,NA,NA,41.9254875183105,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"659","IOS200009011101","DeepFjord",2000-05-11 22:36:00,-126.23,49.655,2000,5,11,0.94167,"Vancouver Island Inlets","MUC3","Inlets","Night",250,300,48.75,0.833333333333333,"Bongo VNH",0.56,236,31,1.64023271005818,0.684546842407297,0.477646715723304,132,8.57237170633883,32.4737718294727,1025.09379693052,10.5,0.00402770652668017,NA,7.13745626919808,0.967971188819127,17.6469701476673,NA,NA,NA,NA,38.6061935424805,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"660","IOS200009011801","DeepShelf",2000-05-11 12:00:00,-126.08,49.38,2000,5,11,0.5,"Vancouver Island Inlets","MIC","Inlets","Daylight",120,128,27.59,0.9375,"Bongo VNH",0.56,236,38,1.95045745305442,0.778235446128325,0.536195533908984,132,9.6101402195702,30.2958364877105,1023.24670946181,10.5,0.0007897948370607,NA,5.95773374111635,0.939985417965224,15.5333024191929,NA,NA,NA,NA,43.1094169616699,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"661","IOS200010000601","Offshore",2000-06-01 04:50:00,-126.67,48.65,2000,6,1,0.20139,"Southern Vancouver Island Shelf (Stations B and D)","P04","Line P","Daylight",150,1300,49.47,0.115384615384615,"Bongo VNH",0.56,236,33,1.95331418557596,0.760151729406716,0.558647207602983,153,9.00010518759975,33.1396419467322,1025.5406664273,11.25,0.000318257534749349,NA,1.12987225935596,0.480422482736505,7.4291468602236,1.71570181846619,0.998000673992327,0.342980116136574,0.374721028337285,53.7082328796387,38.9933815002441,211.016998291016,0.000471332983579487,2.1020662,-0.44,26.94,1015.37
"662","IOS200010001801","Offshore",2000-06-03 04:09:00,-130.66,48.971,2000,6,3,0.17361,"Northern Vancouver Island Offshore","P12","Line P","Daylight",150,3200,38.06,0.046875,"Bongo VNH",0.56,236,26,1.37134623783777,0.556053889892541,0.420904114360755,155,8.21716049137138,33.1536882923817,1025.67175329375,34.5,7.11792835468126e-05,NA,7.36907777038305,0.929906313667951,13.3587108659163,0.232773616909981,0.0412072628615493,0.110569806008041,0.0809965480403905,47.1658935546875,68.8631134033203,59.4494400024414,5.42091438546777e-05,2.1020662,-0.44,26.94,1015.37
"663","IOS200010002701","Offshore",2000-06-05 03:38:00,-134.67,49.283,2000,6,5,0.15208,"Alaska Basin East","P16","Line P","Night",150,3645,31.65,0.0411522633744856,"Bongo VNH",0.56,236,39,2.16652881342776,0.825164092582881,0.591372282684688,157,7.47409682061231,33.1830683932532,1025.80092704012,29.75,5.79199000324676e-05,NA,8.69637099733739,1.01044010648424,13.488331284981,0.166007205843925,0.021954706797075,0.0839941779387439,0.0600583211081066,45.4090957641602,78.5088195800781,51.8177757263184,1.19977794383885e-05,2.1020662,-0.44,26.94,1015.37
"664","IOS200010003401","Offshore",2000-06-06 04:20:00,-138.66,49.564,2000,6,6,0.18056,"Alaska Basin East","P20","Line P","Night",150,3970,43.91,0.0377833753148615,"Bongo VNH",0.56,236,39,2.07118779357383,0.808093976387403,0.565348148505138,158,6.65016054978107,33.0698293396044,1025.82086853649,25.8999996185303,6.71460417148807e-05,NA,10.3862874185981,1.13724813856353,15.5376337999574,0.346220595496041,0.0840328653371726,0.148318980769819,0.113868749389049,40.9117164611816,76.2939453125,73.2776741027832,0.000168757235178418,2.1020662,-0.44,26.94,1015.37
"665","IOS200010004901","Offshore",2000-06-09 04:14:00,-145,49.999,2000,6,9,0.17708,"Alaska Basin East","P26","Line P","Night",150,4220,52.04,0.0355450236966825,"Bongo VNH",0.56,236,33,2.31313936213129,0.831608197898054,0.661557088456897,161,5.66607157169352,33.0667970270068,1025.93794544415,31.5,4.62914941770912e-05,NA,NA,NA,NA,0.390995307266712,0.103824780819069,0.161107028784242,0.126063497663401,41.0378036499023,73.8305358886719,81.9459299087524,0.000254546061205474,2.1020662,-0.44,26.94,1015.37
"666","IOS200010006601","Offshore",2000-06-18 04:14:00,-135.83,51.832,2000,6,18,0.17708,"Alaska Basin East","ED01","Eddies","Daylight",154,3580,33.3,0.0430167597765363,"Bongo VNH",0.56,236,33,1.87798161913325,0.768692997693161,0.537102118648244,170,8.08006560285669,33.1662180485818,1025.69738923409,28.5,6.45372805805208e-05,NA,NA,NA,NA,0.521957516670227,0.169139889640438,0.193192054033903,0.159625572995886,46.2202072143555,58.4277000427246,91.0358657836914,0.000105123566754628,2.1020662,-0.44,26.94,1015.37
"667","IOS200010007201","Offshore",2000-06-18 22:07:00,-135.84,52,2000,6,18,0.92153,"Alaska Basin East","ED02","Eddies","Daylight",150,3340,65.14,0.0449101796407186,"Bongo VNH",0.56,236,32,1.87873839152751,0.761597590229917,0.542089312116888,170,7.83327120118641,33.0265890469357,1025.62053632924,18.5,0.00010248320942664,NA,NA,NA,NA,0.401869803667068,0.108845671339316,0.164058078479063,0.128966053848689,45.8735198974609,54.0045471191406,80.9820404052734,1.62059332069475e-05,2.1020662,-0.44,26.94,1015.37
"668","IOS200010007501","Offshore",2000-06-19 01:09:00,-135.83,52.254,2000,6,19,0.048611,"Alaska Basin East","ED03","Eddies","Night",148,3600,45.56,0.0411111111111111,"Bongo VNH",0.56,236,37,2.35927234229676,0.855749446278081,0.653371912453444,171,8.04576542574488,32.8900991616213,1025.48555696765,18.75,7.3898963454672e-05,NA,5.65886624126666,0.813391778874922,9.62048441283135,0.486585676670074,0.150523042548164,0.18521541153016,0.15084722259175,43.1885986328125,54.6823387145996,91.40087890625,0.000263997790170833,2.1020662,-0.44,26.94,1015.37
"669","IOS200010007901","Offshore",2000-06-19 05:26:00,-135.84,52.505,2000,6,19,0.22639,"Alaska Basin East","ED04","Eddies","Daylight",149,3498,41.94,0.0425957690108634,"Bongo VNH",0.56,236,35,2.1239231571128,0.825907970026397,0.597388250145906,171,7.96975000057151,32.7548283750207,1025.39324880134,17.5,0.000109926426959174,NA,NA,NA,NA,0.37777841091156,0.0978320971038562,0.157441135576303,0.122505178231401,43.5811309814453,50.6449508666992,82.0422134399414,1.3049067092652e-05,2.1020662,-0.44,26.94,1015.37
"670","IOS200010008201","Offshore",2000-06-19 08:32:00,-135.83,52.752,2000,6,19,0.35556,"Haida Basin","ED05","Eddies","Daylight",149,3465,43.66,0.043001443001443,"Bongo VNH",0.56,236,25,1.67384251804014,0.737161883505056,0.520008415704784,171,8.12149162428293,32.6652471147922,1025.30244296994,21.75,0.000102819893712693,NA,4.77556413345214,0.775460509966451,3.43059374634362,0.334414631128311,0.0790637946387152,0.144765726915778,0.110585109573818,42.4024772644043,51.1692695617676,88.9805450439453,1.32777304315823e-05,2.1020662,-0.44,26.94,1015.37
"671","IOS200010008401","Offshore",2000-06-19 13:09:00,-135.83,53,2000,6,19,0.54861,"Haida Basin","ED06","Eddies","Daylight",150,3455,53.94,0.0434153400868307,"Bongo VNH",0.56,236,26,2.17349572883638,0.859912004269036,0.667105993782574,171,8.1026279815889,32.658969541105,1025.29913762944,30.25,5.07596963866672e-05,NA,NA,NA,NA,0.476376861333847,0.145275500683054,0.182825422762714,0.148275937888079,42.2849769592285,55.3805923461914,101.51936340332,2.67978284682613e-05,2.1020662,-0.44,26.94,1015.37
"672","IOS200010008501","Offshore",2000-06-19 15:24:00,-135.83,53.248,2000,6,19,0.64236,"Haida Basin","ED07","Eddies","Daylight",148,1148,97.52,0.128919860627178,"Bongo VNH",0.56,236,30,1.73343842760705,0.719668743535358,0.509655345777058,171,7.94654066177132,32.8806062552436,1025.49373823375,24.5,0.00010290926028735,NA,5.88528048592719,0.838718575694275,8.11276916599966,0.397016406059265,0.106594882221401,0.162748139011167,0.127673384826697,42.5521774291992,58.20654296875,86.9086761474609,2.90621428575832e-05,2.1020662,-0.44,26.94,1015.37
"673","IOS200010008701","Offshore",2000-06-19 18:40:00,-135.83,53.5,2000,6,19,0.77847,"Dixon Basin","ED08","Eddies","Daylight",148,2934,49.58,0.0504430811179277,"Bongo VNH",0.56,236,29,1.53144241805246,0.636476633194776,0.45479889364476,171,8.10674835086026,32.934230304399,1025.5114829325,20.5,6.68591703213619e-05,NA,NA,NA,NA,0.268662124872208,0.0534986934958715,0.123433002889847,0.091730428486489,42.7364845275879,59.0171508789062,72.0720443725586,3.09177230519708e-05,2.1020662,-0.44,26.94,1015.37
"674","IOS200010008901","Offshore",2000-06-19 21:24:00,-135.83,53.751,2000,6,19,0.89236,"Dixon Basin","ED09","Eddies","Daylight",148,3050,25.91,0.0485245901639344,"Bongo VNH",0.56,236,31,2.0064576359164,0.806125971835927,0.584293859131379,171,7.92589819221214,33.0996645569614,1025.66750718243,30,4.98287890072459e-05,NA,7.00487987389489,0.901486702022092,13.5810877463228,0.260381728410721,0.0505518827707949,0.120546530597044,0.089283315042882,42.5812149047852,61.520881652832,70.2267608642578,2.5062230633921e-05,2.1020662,-0.44,26.94,1015.37
"675","IOS200010009401","Offshore",2000-06-20 01:32:00,-135.82,54.005,2000,6,20,0.063889,"Dixon Basin","ED10","Eddies","Night",145,2825,45.74,0.0513274336283186,"Bongo VNH",0.56,236,32,1.16981114874277,0.45622723691172,0.337536148613563,172,7.58185116029045,33.392417771437,1025.94613089226,25.5,0.000115019789509728,NA,NA,NA,NA,0.484416604042053,0.149403255075597,0.184711008970802,0.150302339995654,43.8617401123047,56.7467956542969,88.5721130371094,9.97832758002914e-05,2.1020662,-0.44,26.94,1015.37
"676","IOS200011000301","DeepFjord",2000-05-21 09:00:00,-124.83,50.08,2000,5,21,0.375,"Bute/Toba","DESOLATI","Acoustics","Daylight",250,520,51.85,0.480769230769231,"Bongo VNH",0.56,236,48,2.41571643458935,0.808260498148624,0.624022474622884,142,9.09657443741937,30.1399843427792,1023.19959486476,11.1000003814697,0.000722577371598138,NA,NA,NA,NA,4.41598415374756,3.21321248668932,0.649620088700541,0.553151578357698,43.6831092834473,22.1846141815186,NA,NA,2.220292,-0.05,27.07,1016.26
"677","IOS200011000501","DeepFjord",2000-05-21 10:43:00,-124.74,50.219,2000,5,21,0.44653,"Bute/Toba","PENDRELL","Acoustics","Daylight",390,402,72.46,0.970149253731343,"Bongo VNH",0.56,236,40,2.65517779693935,0.900850161451215,0.719778954548982,142,9.09657443741937,30.1399843427792,1023.19959486476,11.1000003814697,0.000722577371598138,NA,NA,NA,NA,NA,NA,NA,NA,41.5743064880371,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"678","IOS200011000801","DeepFjord",2000-05-21 13:39:00,-124.63,50.247,2000,5,21,0.56944,"Bute/Toba","HOMFRAY","Acoustics","Daylight",250,736,60.24,0.339673913043478,"Bongo VNH",0.56,236,48,2.48222015254449,0.838255833514303,0.64120156652944,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01031053066254,1.22947055760038,0.370084178752158,0.41075579431,35.5475082397461,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"679","IOS200011001501","DeepFjord",2000-05-21 19:21:00,-124.85,50.297,2000,5,21,0.80625,"Bute/Toba","PRYCE CH","Acoustics","Daylight",250,510,51.56,0.490196078431373,"Bongo VNH",0.56,236,40,2.70668993649806,0.90889331824658,0.733743124481742,142,9.03933953670067,30.1695580424293,1023.23438250298,10.5,0.00190382271389288,NA,NA,NA,NA,NA,NA,NA,NA,37.8301048278809,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"680","IOS200011001901","DeepFjord",2000-05-22 07:59:00,-124.96,50.539,2000,5,22,0.33264,"Bute/Toba","BUTE","Acoustics","Daylight",250,650,72.42,0.384615384615385,"Bongo VNH",0.56,236,42,2.88526170538882,0.91987284511468,0.771941343150057,143,9.02956881566669,30.0544716146669,1023.14705385896,10.1000003814697,0.00254485764348191,NA,NA,NA,NA,3.95658155282338,2.82792094254312,0.585671244380357,0.542989365899906,40.6534805297852,38.0914497375488,NA,NA,2.220292,-0.05,27.07,1016.26
"681","IOS200011003001","DeepFjord",2000-05-22 22:20:00,-124.51,49.465,2000,5,22,0.93056,"Northern Strait of Georgia","CPF2","Acoustics","Daylight",250,353,60.46,0.708215297450425,"Bongo VNH",0.56,236,44,2.4084963563895,0.863611329047727,0.636462912641001,143,9.85046503393308,29.3395910213737,1022.46678137204,10.25,0.000544163593065549,NA,NA,NA,NA,0.886342763900757,0.390748186355909,0.25556209501718,0.240032482527668,43.4551582336426,21.7638416290283,760.36669921875,0.00277799786999822,2.220292,-0.05,27.07,1016.26
"682","IOS200011003901","DeepFjord",2000-05-24 08:55:00,-122.87,49.384,2000,5,24,0.37222,"Vancouver Harbour","BUNTZEN","Acoustics","Daylight",215,221,46.98,0.972850678733032,"Bongo VNH",0.56,236,41,2.3338989858279,0.803182061785499,0.628478172472676,145,8.58164570618021,27.0650681119604,1020.8887725812,10.3500003814697,0.00169948739806436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.220292,-0.05,27.07,1016.26
"683","IOS200011006901","DeepFjord",2000-05-25 18:17:00,-124.1,49.344,2000,5,25,0.7625,"Central Strait of Georgia","CPF1","Acoustics","Daylight",250,409,58.46,0.611246943765281,"Bongo VNH",0.56,236,43,2.58473780303426,0.890244205091321,0.687210922984255,146,10.3077067064724,28.6535047254651,1021.85810341918,10.1000003814697,0.0015328618220109,NA,NA,NA,NA,3.425133228302,2.38462758843176,0.518204877385937,0.522300762484303,43.3636169433594,26.1453628540039,269.052520751953,1.25767273857491e-05,2.220292,-0.05,27.07,1016.26
"684","IOS200011007401","DeepFjord",2000-05-26 10:12:00,-123.6,48.869,2000,5,26,0.42569,"Gulf Islands","OSBORN B","Acoustics","Daylight",205,211,35.53,0.971563981042654,"Bongo VNH",0.56,236,36,2.62269574765832,0.900416251631832,0.731877183489439,147,9.16903109689728,29.7420132519411,1022.88298511807,10.75,0.000582559164424639,NA,NA,NA,NA,NA,NA,NA,NA,37.978572845459,20.1018979549408,NA,NA,2.220292,-0.05,27.07,1016.26
"685","IOS200012000801B","Offshore",2000-07-05 13:14:00,-145,55.503,2000,7,5,0.55208,"Alaska Basin East","OS000125","Alaska Gyre","Night",150,4018,64.93,0.037332005973121,"Bongo VNH",0.56,236,30,2.50777229928664,0.877276807175678,0.737320425097204,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318169116973877,0.0724068599540582,0.139744400351332,0.106017856668486,34.7983169555664,64.8831176757812,79.2892303466797,0.000293530349154025,1.655785,-0.66,26.63,1017.37
"686","IOS200012001201","Offshore",2000-07-06 14:14:00,-145,54.508,2000,7,6,0.59306,"Alaska Basin East","OS000127","Alaska Gyre","Daylight",150,4117,42.36,0.0364342968180714,"SCOR VNH",0.56,335,24,2.08675158962822,0.805120446209314,0.656613040880984,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377692371606827,0.0977934880993743,0.157416980614396,0.122481902893057,37.2882614135742,67.4134140014648,82.686882019043,0.000229225071961991,1.655785,-0.66,26.63,1017.37
"687","IOS200012001801","Offshore",2000-07-07 13:50:00,-144.98,53.505,2000,7,7,0.57639,"Alaska Basin East","OS000129","Alaska Gyre","Daylight",150,4075,58.58,0.0368098159509202,"SCOR VNH",0.56,335,18,1.92216893615125,0.75529919405306,0.665024812431171,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305629938840866,0.0674167378969395,0.135760392965097,0.102452807978829,38.0546760559082,64.1951675415039,76.3547439575195,6.49081775918603e-05,1.655785,-0.66,26.63,1017.37
"688","IOS200012002101","Offshore",2000-07-08 13:00:00,-145,52.5,2000,7,8,0.54236,"Alaska Basin East","OS000131","Alaska Gyre","Daylight",150,3805,19.52,0.0394218134034166,"NorPac VNH",0.42,335,22,2.50577178926142,0.891464703840779,0.810655895890068,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329354581924585,0.0769675743547928,0.143218341917143,0.109168665652649,37.7979164123535,60.5356750488281,75.6486748915452,0.000278514397415655,1.655785,-0.66,26.63,1017.37
"689","IOS200012004501B","Offshore",2000-07-12 13:32:00,-144.99,48.495,2000,7,12,0.56389,"Alaska Basin East","OS000139","Alaska Gyre","Daylight",150,4375,49.43,0.0342857142857143,"Bongo VNH",0.56,236,28,2.33888969185725,0.841810431949743,0.701904605409189,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363202543059985,0.0913672638909859,0.153294074613804,0.118541204555195,37.1079521179199,64.9896430969238,79.4520116170247,0.000278399710684122,1.655785,-0.66,26.63,1017.37
"690","IOS200012005101A","Offshore",2000-07-13 13:03:00,-145,47.508,2000,7,13,0.54444,"Alaska Basin East","OS000141","Alaska Gyre","Daylight",150,4659,40.99,0.0321957501609788,"Bongo VNH",0.56,236,37,2.70867001798125,0.894709148489197,0.750133368719459,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288343638181686,0.0607572936836733,0.130107051291024,0.0974792932069892,38.6089210510254,59.9092712402344,74.6262664794922,0.000201152870431542,1.655785,-0.66,26.63,1017.37
"691","IOS200025000801","Offshore",2000-09-06 04:38:00,-126.67,48.655,2000,9,6,0.19306,"Southern Vancouver Island Shelf (Stations B and D)","P04","Line P","Night",150,1300,44.32,0.115384615384615,"Bongo VNH",0.56,236,44,1.78842915049521,0.69698181273945,0.472605583627535,250,9.43843942427869,33.0905975137063,1025.41020380563,15.25,0.000583758166254312,NA,3.00024908601624,0.628517143559089,8.3117628347101,1.40172684192657,0.758178071385682,0.313430992407667,0.330117778133226,28.1220836639404,33.7868423461914,192.418380737305,3.0057937692618e-05,1.3801795,-1.24,26.2,1013.41
"692","IOS200025001801","Offshore",2000-09-07 02:55:00,-128.67,48.815,2000,9,7,0.12153,"Northern Vancouver Island Offshore","P08","Line P","Night",150,2440,44.87,0.0614754098360656,"Bongo VNH",0.56,236,37,2.30737641712565,0.83629663868856,0.638999964260055,251,10.1724008870434,32.9378695908107,1025.14094839782,27,0.000165250363641661,NA,NA,NA,NA,0.26860836148262,0.0534793523756637,0.123414414118148,0.0917145949888086,27.9248733520508,58.1478462219238,80.4871826171875,1.22130350064253e-05,1.3801795,-1.24,26.2,1013.41
"693","IOS200025002301","Offshore",2000-09-08 04:57:00,-130.66,48.972,2000,9,8,0.20625,"Northern Vancouver Island Offshore","P12","Line P","Night",150,3200,31.4,0.046875,"Bongo VNH",0.56,236,37,2.8171788356245,0.907238990884274,0.780183572093867,252,9.85536174943324,33.0706748644625,1025.30709747805,26.25,0.000194048877323464,NA,NA,NA,NA,0.565396010875702,0.192866910562429,0.202389573702968,0.170139526610305,25.1810684204102,46.0615386962891,107.815872192383,0.00022838385484647,1.3801795,-1.24,26.2,1013.41
"694","IOS200025003101","Offshore",2000-09-10 04:27:00,-134.67,49.284,2000,9,10,0.18611,"Alaska Basin East","P16","Line P","Night",150,3645,36.12,0.0411522633744856,"Bongo VNH",0.56,236,29,2.75773188745163,0.908646863443882,0.818975233151019,254,8.8306179025579,33.1793464439634,1025.55517434571,31.25,5.4042309125043e-05,NA,3.81534264406623,0.658828388347738,8.77243289165938,0.382788717746735,0.100089437183793,0.158841212686788,0.123858067876154,25.0835494995117,55.0917549133301,85.2237091064453,0.000141983007779345,1.3801795,-1.24,26.2,1013.41
"695","IOS200025004301","Offshore",2000-09-11 04:30:00,-138.66,49.567,2000,9,11,0.1875,"Alaska Basin East","P20","Line P","Night",150,3970,32.94,0.0377833753148615,"Bongo VNH",0.56,236,30,2.73328259117567,0.906303364884642,0.803623631463553,255,7.71066371956579,33.0249344525564,1025.58474706725,31.75,5.47006500901583e-05,NA,9.74012248310874,1.03358454541004,11.9399188703816,0.217571720480919,0.0363917711417597,0.104834252703979,0.07634569663518,25.4153995513916,70.2002487182617,60.6813278198242,8.91745730768889e-05,1.3801795,-1.24,26.2,1013.41
"696","IOS200025005801","Offshore",2000-09-14 04:34:00,-145,50.001,2000,9,14,0.19097,"Alaska Basin East","P26","Line P","Night",150,4250,61.86,0.0352941176470588,"Bongo VNH",0.56,236,34,2.44700888910874,0.862921396765533,0.693919090809665,258,6.99304665725757,33.0301839433618,1025.67864278628,23.75,7.27248415270994e-05,NA,7.35330945251378,0.982281420114272,5.88480118877389,0.550955832004547,0.184878588227481,0.199401212182026,0.16667603159504,25.6715030670166,44.4473190307617,111.169921875,0.000421484117396176,1.3801795,-1.24,26.2,1013.41
"697","IOS200025006901","Offshore",2000-09-15 13:32:00,-144,51.002,2000,9,15,0.56458,"Alaska Basin East","OE1","Line P","Daylight",130,200,22.6,0.65,"Bongo VNH",0.56,236,28,2.03402407523541,0.782276448705647,0.610413937387193,259,7.31438497851294,32.9662157127832,1025.59703400283,32.75,5.27363218591101e-05,NA,9.1215191765933,1.03597918436936,9.10483178764396,0.518835134804249,0.167470211575863,0.192506241682004,0.158858681546381,21.6802845001221,43.7318878173828,94.1354900360107,0.000176733564694587,1.3801795,-1.24,26.2,1013.41
"698","IOS200029001601","DeepFjord",2000-08-18 23:03:00,-124.08,49.368,2000,8,18,0.96042,"Central Strait of Georgia","CPF1","Acoustics","Night",227,240,125.04,0.945833333333333,"Bongo VNH",0.56,253,43,2.63132832841822,0.894566373295843,0.69959806643604,231,9.51041983883516,30.2936743834785,1023.25581304979,11,0.000610997201400819,NA,NA,NA,NA,2.76934885978699,1.84305216489419,0.444412226364116,0.481884468528677,47.2067642211914,19.8917388916016,1705.13024902344,0.000133261681185104,1.3516272,-1.19,26.37,1018.06
"699","IOS200030000201","DeepShelf",2000-09-23 15:04:00,-125.13,48.43,2000,9,23,0.62847,"Southern Vancouver Island Shelf (Station C)","C2","La Perouse","Daylight",100,115,23.84,0.869565217391304,"Bongo VNH",0.56,236,22,1.39790583083884,0.610323953764719,0.452244138323,267,8.06465826645375,33.5637606770608,1026.00947268101,13.5,0.000596252806021317,NA,NA,NA,NA,6.75227022171021,5.18842000655785,1.05082342331635,0.513026791836001,29.0907897949219,17.7467365264893,504.81982421875,0.00113821215927601,1.3801795,-1.24,26.2,1013.41
"700","IOS200030000301","DeepShelf",2000-09-23 16:00:00,-125.26,48.482,2000,9,23,0.66667,"Southern Vancouver Island Shelf (Station C)","C1","La Perouse","Daylight",142,151,35.38,0.940397350993378,"Bongo VNH",0.56,236,26,1.57634997073804,0.708653764685052,0.483825433759338,267,8.0269175550231,33.5887226603703,1026.03049314446,10.1499996185303,0.00047462345276252,NA,23.4481375046304,1.85912962300923,35.5175646121614,7.6944785118103,5.98889164633396,1.24513804970218,0.460448815774164,29.2655487060547,19.8838405609131,458.96337890625,0.000719678297173232,1.3801795,-1.24,26.2,1013.41
"701","IOS200030000601","DeepShelf",2000-09-23 18:38:00,-125.35,48.39,2000,9,23,0.77639,"Southern Vancouver Island Shelf (Station C)","C3","La Perouse","Daylight",115,123,26.11,0.934959349593496,"Bongo VNH",0.56,236,20,1.4919205754277,0.622412789744524,0.498015322863869,267,8.00390070243718,33.6469798872735,1026.0810066495,11.5,0.000670229411709736,NA,NA,NA,NA,6.48892164230347,4.96495697596706,0.99965685815607,0.524307808180334,29.1651039123535,18.0277118682861,389.525115966797,0.00116956827696413,1.3801795,-1.24,26.2,1013.41
"702","IOS200030000901","DeepShelf",2000-09-23 20:59:00,-125.5,48.574,2000,9,23,0.87431,"Southern Vancouver Island Shelf (Stations B and D)","B8","La Perouse","Night",125,130,28.22,0.961538461538462,"Bongo VNH",0.56,236,21,1.47209365666446,0.630727677378879,0.483522025794374,267,8.30845984437164,33.3986101640239,1025.84444932709,10.25,0.000440332055531505,NA,NA,NA,NA,6.09452152252197,4.63057155386902,0.925718193776004,0.538231774876947,28.4472007751465,21.1111068725586,423.092102050781,0.000374401279259473,1.3801795,-1.24,26.2,1013.41
